NAME,TITLE,STUDYTYPE,STUDYSOP,STUDYSUBTYPE,PASS,PMS,HARMONIZEDCATEGORY,INDICATION,HARMONIZEDPRIMARYDRUG,DRUGPRIORITY,STATUS,STATUSDETAIL,COUNTRIESOFSTUDY,UNITEDSTATES,INTERNATIONALPRIORITY,ANCHORMARKET,EXECUTIONGROUP,SPONSORINGDIVISION
53232405,WI195371 Investigation to Minimize Prolpase Recurrence Of the Vagina using Estrogen (IMPROVE),Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Menopause,,No Drug,Closed,No additional details,"United States,",Yes,No,No,,CMAO
X9001240,Prospective study of Warfarin use in Non-Valvular Atrial Fibrillation patients,NON INTERVENTIONAL,CT24,,No,No,,Atrial fibrillation,,No Drug,Completed,No additional details,"Singapore,Singapore",No,No,No,,PBG
60247521,Swiss Registry for Neuromuscular Disorders,General Research,GNT01,General Research,No,No,Rare Disease,Duchenne Muscular Dystrophy,,No Drug,Closed,No additional details,"Switzerland,",No,No,No,,CMAO
67569779,"Transthyretin: amyloidogenicity mechanisms, biomarkers, and clinical applications",General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Taiwan,",No,Yes,No,,CMAO
67967641,Correlation between soluble BCMA and BCMA expression on myeloma cells in preclinical mouse myeloma models and in patients with relapsed/refractory multiple myeloma,General Research,GNT01,General Research,No,No,Oncology,Hematologic,,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,POD
M33290002,"PNU-142721E: MULTIPLE ORAL DOSE, SAFETY, TOLERANCE AND PHARMACOKINETICS STUDY IN HEALTHY MALE AND FEMALE VOLUNTEERS",NON INTERVENTIONAL,CT24,,,,,HIV infection,,No Drug,Completed,No additional details,"United States,",Yes,No,No,,PGRD
53234557,WI245984 Evaluation of the serotype distribution in patients with pneumococcal CAP in Germany using SSUAD 1 and SSUAD 2,General Research,GNT01,General Research,No,No,Vaccines,Pneumococcal,,No Drug,Ongoing,Contract Exeecuted,"Germany,",No,Yes,No,,CMAO
54577595,Prevalence of Carbapenemases Genes in Carbapenem Resistant Enterobacteriaceae – A Multicentre Study,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Rejected,No additional details,"Egypt,",No,No,No,,CMAO
67574879,The Ontario Best Practices Research Initiative (OBRI): Safety and Effectiveness,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Closed,No additional details,"Canada,",No,No,Yes,,CMAO
61666869,PROgnostic implications of CARDIac invOlvement in CoVID patients”. PROCARDIOVID study,General Research,GNT01,General Research,No,No,Vaccines,COVID-19 - (Vaccine),,No Drug,Rejected,No additional details,"Spain,",No,No,Yes,,CMAO
53232987,WI213311 Phase I-II trial of nivolumab plus sunitinib in advanced soft tissue and bone sarcoma,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Immuno-Oncology,Sunitinib,,Ongoing,Contract Exeecuted,"Spain,",No,No,Yes,,POD
C3591035,,NON INTERVENTIONAL,CT24,,No,No,Hospital,,Ceftazidime-avibactam,,Not Pursued,No additional details,,No,No,No,,PBG
53234499,"WI245157 Modular Phase Ib Hypothesis-testing, Biomarker-driven, Talazoparib Combination Trial (TalaCom)",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,General/Non-specific/Other,Talazoparib,Launch Priority,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,POD
90142573,In silico approach for evaluating the role of the S1P receptor (subtypes 1 and 4) in the pathophysiology of ulcerative colitis in the colonic tissue.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Ulcerative Colitis,Etrasimod,Launch Priority,Rejected,No additional details,"Spain,",No,No,Yes,,CMAO
94249777,"Effectiveness and safety of abrocitinib in adolescents with moderate-to-severe atopic dermatitis: a multiple-center, retrospective real-world study in Guangzhou, China",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Atopic Dermatitis,,No Drug,Planned,No additional details,"China,",No,Yes,No,,CMAO
76512955,Real World Evidence for COVID-19 Antiviral therapy in the Veterans Health Administration ,Research Collaboration,RC01,,No,No,COVID,COVID-19 (Antiviral),"Nirmatrelvir, Ritonavir",Priority Asset,Ongoing,No additional details,"United States,",Yes,No,No,,CMAO
64134705,Goal-Oriented Self-Management of Osteoarthritis for Individuals in Recovery from Opiate Use Disorders,General Research,GNT01,General Research,No,No,Internal Medicine,Osteoarthritis,,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
A5991084,STUDY OF MOLECULAR MARKERS WHICH MAY PREDICT RESPONSE TO AROMATASE INHIBITORS THERAPY DURING ADJUVANT TREATMENT IN SHORT SEQUENCE,NON INTERVENTIONAL,CT24,,,,Oncology,Breast cancer,,No Drug,Completed,No additional details,"Spain,Spain",No,No,Yes,,PGP
61420441,"Phase I/II Trial of Encorafenib, Binimetinib, and Nivolumab in Microsatellite Stable BRAFV600E Metastatic Colorectal Cancer",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Gastrointestinal,Encorafenib,Priority Asset,Terminated,"Approved,Terminated","United States,",Yes,No,No,,POD
68793621,(10490) Rapid Analysis and Response Evaluation of Combination Anti-neoplastic Agents in Rare Tumors (RARE CANCER) Trial: RARE 2 Talazoparib and Temozolomide,Research Collaboration,RC01,,No,No,Oncology,Gynecological,Talazoparib,Launch Priority,Ongoing,No additional details,"United States,",Yes,No,No,Medical Affairs,POD
B7981091,The psychosocial and mental burden of alopecia areata: Data from the Danish Skin Cohort,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Alopecia areata,Ritlecitinib,Launch Priority,Completed,No additional details,,No,No,No,Medical Affairs,PBG
53234835,WS281593 NCI CTA- Sutent Clinical Trial Program with the Cancer Therapy Evaluation Program,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Genitourinary,Sunitinib,,Closed,No additional details,"United States,",Yes,No,No,,POD
87038151,Follow-up of patients with transthyretin amyloid cardiomyopathy by multi-modality imaging (FAITH),Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,ATTR-CM (Transthyretin Amyloid Cardiomyopathy),Tafamidis,Priority Asset,Ongoing,Contract Exeecuted,"Germany,",No,Yes,No,,CMAO
53234423,WI243730 Copy of Using whole genome sequencing to understand the persistence of serotype 19A,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Pneumococcal,Pneumococcal 20-valent Conjugate Vaccine,Priority Asset,Ongoing,Contract Exeecuted,"Ireland,",No,No,No,,CMAO
A2501008,,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,"Germany,",No,Yes,No,,PGP
X9001183,TREATMENT PATTERNS AND CLINICAL OUTCOMES OF HORMONE RECEPTOR POSITIVE (HR+)/HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 NEGATIVE (HER2-) / TRIPLE NEGATIVE METASTATIC BREAST CANCER PATIENTS: AN OBSERVATIONAL STUDY USING FLATIRON ELECTRONIC HEALTH RECORD (EHR) DATABASE,NON INTERVENTIONAL,CT24,,No,No,,Breast cancer metastatic,,No Drug,Completed,No additional details,"United States,",Yes,No,No,,ONCOLOGY RESEARCH
67558499,Addressing diagnosis of systemic hereditary Transthyretin Amyloidosis (hATTR) during surgery for lumbar spinal stenosis,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Italy,",No,No,Yes,,CMAO
53234183,"WI240258 Patients First Inflammation ASPIRE 2018 Rheumatology  _ A 24-week, prospective, open-label, proof-of-concept study to evaluate the efficacy of tofacitinib in reduction of inflammation detected on MRI in patients with psoriatic arthritis presentin",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Ongoing,Contract Exeecuted,"Germany,",No,Yes,No,,CMAO
72812843,Genomic determinants of rheumatoid arthritis associated lung disease from proximal lung samples ,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
A5961094,,NON INTERVENTIONAL,CT24,,,,Oncology,,,No Drug,Canceled,No additional details,"Canada,",No,No,Yes,,PGP
A1481044,,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,"Austria, Netherlands,",No,No,No,,PGP
51995097,A Phase I/II Study of Glasdegib and Gemtuzumab Ozogamicin in Combination with Either Intensive Chemotherapy or Azacitidine for Patients with Acute Myeloid Leukemia,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Glasdegib,,Rejected,No additional details,"United States,",Yes,No,No,,POD
76406157,One Health surveillance in rural Africa – assessing community-based systems as sustainable solutions,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Rejected,No additional details,"Chad,",No,No,No,,CMAO
77679021,"A Patient-Centric, Open-Label, Multicenter, Phase II Study of Lorlatinib Monotherapy in The First-Line Treatment of Patients with Advanced ALK-Positive Non-Small Cell Lung Cancer",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Lung,Lorlatinib,Priority Asset,Ongoing,Contract Exeecuted,"China,",No,Yes,No,,POD
53232633,WI206744 2015 ASPIRE US Change in serum and sputum biomarkers over time in the development of rheumatoid arthritis‐associated lung disease,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Closed,No additional details,"United States,",Yes,No,No,,CMAO
67179251,"Is IL-15 receptor-alpha-mediated signaling defective in in alopecia areata, and does its restoration provide relative disease protection ?",General Research,GNT01,General Research,No,No,Inflammation and Immunology,Alopecia Areata,,No Drug,Closed,No additional details,"United States,",Yes,No,No,,CMAO
60554399,Extraction of pharmacologically active compounds from medicinal plants against the various hallmarks of breast cancer,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Rejected,No additional details,"Ghana,",No,No,No,,POD
53601125,Impact of tofacitinib in psoriatic arthritis patients with metabolic syndrome ,General Research,GNT01,General Research,No,No,,Psoriatic Arthritis,,No Drug,Rejected,No additional details,"Italy,",No,No,Yes,,CMAO
70986711,Cardiac Thransthyretin amyloidosis in Norway,General Research,GNT01,General Research,No,No,Rare Disease,ATTR-CM (Transthyretin Amyloid Cardiomyopathy),,No Drug,Ongoing,Contract Exeecuted,"Norway,",No,No,No,,CMAO
61523369,Accurate Classification of Cancer in Mammogram Images,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Rejected,No additional details,"India,",No,No,Yes,,POD
A5751025,"THE EFFICACY, SAFETY AND TOLERABILITY OF PEGAPTANIB SODIUM (MACUGENTM) IN FILIPINO PATIENTS WITH NEOVASCULAR AGE-RELATED MACULAR DEGENERATION:  A POST MARKETING SURVEILLANCE",NON INTERVENTIONAL,CT24,,,Yes,,Neovascular age-related macular degeneration,,No Drug,Canceled,No additional details,"Philippines,",No,No,No,,PGP
53234001,WI237671 Assessment of physical fitness among people with haemophilia in Turkey,General Research,GNT01,General Research,No,No,Rare Disease,Hemophilia,,No Drug,Closed,No additional details,"Turkey,",No,No,Yes,,CMAO
B3461066,,NON INTERVENTIONAL,CT24,,No,No,Rare Disease,,Tafamidis,Priority Asset,Canceled,No additional details,"Brazil, Bulgaria, Italy, Portugal, Sweden, United States,",Yes,No,Yes,,GPD
91125091,CHARACTERIZATION OF THE MOLECULAR EPIDEMIOLOGY OF THE HUMAN RESPIRATORY SYNCITIAL VIRUS AND ITS GENOTYPES OF ISSSTE RIGHT HOLDERS IN THE LAST 5 YEARS,General Research,GNT01,General Research,No,No,Other / Unknown,General/Non-specific/Other,,No Drug,Rejected,No additional details,"Mexico,",No,No,Yes,,CMAO
53232103,WI177167 Longterm observation of adult patients with juvenile idiopathic arthritis treated with Etanercept Adalimumab or Methotrexate JUMBO,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Closed,No additional details,"Germany,",No,Yes,No,,CMAO
75430655,"TOXICITY AND EFFICACY OF CYCLIN-DEPENDENT KINASE 4/6 INHIBITORS IN TOTAL POPULATION OF METASTATIC HR+, HER2- BREAST CANCER PATIENTS IN CROATIA, RETROSPECTIVE COHORT STUDY 2018-2022",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Rejected,No additional details,"Croatia,",No,No,No,,POD
94861399,Epidemiology and Clinical Features of Infections Caused by Metallo-β-Lactamase–Producing Enterobacterales in China,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Planned,No additional details,"China,",No,Yes,No,,CMAO
B5091025,,NON INTERVENTIONAL,CT24,,No,No,Vaccines,,C. Difficile Vaccine,Tier 2 Research Priority,Canceled,No additional details,"United States,",Yes,No,No,,PBG
88606853,Distribution of F8 gene mutations in patients with hemophilia A in Bosnia and Herzegovina,General Research,GNT01,General Research,No,No,Rare Disease,Hemophilia,,No Drug,Rejected,No additional details,"Bosnia And Herzegovina,",No,No,No,,CMAO
68715791,Investigation of mutations in DNA damage repair genes and other actionable molecular aberrations as biomarkers in patients with prostate cancer,General Research,GNT01,General Research,No,No,Oncology,General/Non-specific/Other,,No Drug,Closed,No additional details,"Greece,",No,No,No,,POD
B1851167,PNEUMONIA AND EXACERBATIONS OF UNDERLYING CHRONIC MEDICAL CONDITIONS,NON INTERVENTIONAL,CT24,,,,Vaccines,Pneumonia,Pneumococcal 13-valent conjugate vaccine,Priority Asset,Completed,No additional details,"United States,",Yes,No,No,,VACCINES
91999425,Mid-Long-Term Effectiveness and Safety of Abrocitinib in Atopic Dermatitis: A Real-World Study in the Valencian Community,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Atopic Dermatitis,,No Drug,Rejected,No additional details,"Spain,",No,No,Yes,,CMAO
69685645,Population-wide Characterization of Lipidomic Profiles in Atopic Dermatitis in Correlation with the Changes in Skin Microbiome Composition,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Atopic Dermatitis,,No Drug,Ongoing,Contract Exeecuted,"Singapore,",No,No,No,,CMAO
68094229,UCIMED Junior Research Program. ,General Research,GNT01,General Research,No,No,,Dyslipidemia,,No Drug,Rejected,No additional details,"Costa Rica,",No,No,No,,CMAO
A6641052,DEGREE OF CONTROL OF CONJUCTIVAL HYPERAEMIA IN PATIENTS TREATED WITH FIXED COMBINATIONS OF PROSTAGLANDINS AND TIMOLOL IN CLINICAL PRACTICE,NON INTERVENTIONAL,CT24,,,,,Glaucoma| Ocular hypertension,,No Drug,Canceled,No additional details,"Spain,",No,No,Yes,,PGP
77219399,"JAKERA. Comparative study of a 6 months induction therapy with methotrexate combined with JAKi vs glucocorticoids, followed by MTX monotherapy in patients with early and DMARD naïve rheumatoid arthritis: Analysis of the early and longterm benefit .",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Rejected,No additional details,"Belgium,",No,No,No,,CMAO
251FINF0572001,REGIONAL ADSORPTION STUDY IN HEALTHY VOLUNTEERS TO ASSESS THE BIOAVAILABILITY AND PHARMACOKINETICS OF CLINDAMYCIN AT VARIOUS REGIONS OF THE GASTROINTESTIONAL TRACT,NON INTERVENTIONAL,CT24,,,,,Infection,,No Drug,Completed,No additional details,"United Kingdom,",No,No,Yes,,PGRD
X9001128,,NON INTERVENTIONAL,CT24,,No,No,,,,No Drug,Canceled,No additional details,,No,No,No,,VACCINES
A0661012,,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,"Germany,",No,Yes,No,,PGP
53233573,WI229084 2017 ASPIRE Dermatology  Impact of Pruritus on Clinical and Biological Outcomes in Atopic Dermatitis and Bullous Pemphigoid,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Atopic Dermatitis,Crisaborole,,Closed,No additional details,"United States,",Yes,No,No,,CMAO
B1851148,SEROTYPE DISTRIBUTION AND ANTIBIOTIC SUSCEPTIBILITY OF STREPTOCOCCUS PNEUMONIAE CAUSING  INVASIVE  DISEASES IN CHILDREN AND ADULTS: A LABORATORY- BASED MULTICENTER RETROSPECTIVE STUDY,NON INTERVENTIONAL,CT24,,No,No,Vaccines,Pneumococcal infection,Pneumococcal 13-valent conjugate vaccine,Priority Asset,Completed,No additional details,"Turkey,Turkey",No,No,Yes,,PBG
76884995,THE EPIDEMIOLOGIC BURDEN OF DISEASE OF COMMUNITY ACQUIRED PNEUMONIA AMONG HOSPITALIZED ADULT PATIENTS: A MULTI CENTER STUDY IN THE PHILIPPINES,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Rejected,No additional details,"Philippines,",No,No,No,,CMAO
3082B24420,PHARMACOVIGILANCE EVALUATION OF REFACTO AF (REGISTERED) IN GERMANY AND AUSTRIA,NON INTERVENTIONAL,CT24,,Yes - Voluntary,No,,Factor VIII deficiency,,No Drug,Completed,No additional details,"Austria, Germany,Austria, Germany",No,Yes,No,,BTX RESEARCH
A0531082,OBSERVATIONAL STUDY TO ASSESS THE SAFETY AND EFFICACY OF NORVASC*/AMLOR* (AMLODIPINE) IN PATIENTS SUFFERING FROM ESSENTIAL HYPERTENSION,NON INTERVENTIONAL,CT24,,,,,Essential hypertension,,No Drug,Completed,No additional details,"Egypt, Jordan, Kuwait, Lebanon, Saudi Arabia, United Arab Emirates,Egypt, Syrian Arab Republic",No,No,Yes,,PGP
71872659,Proposal of Nutritional Intervention for Cardiac Cachexia,General Research,GNT01,General Research,No,No,Internal Medicine,Cachexia,,No Drug,Rejected,No additional details,"Japan,",No,Yes,No,,CMAO
53233931,WI235747 Phase II study of crizotinib for ROS-1 and MET activated lung cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Lung,Crizotinib,,Ongoing,Contract Exeecuted,"Canada,",No,No,Yes,,POD
68022313, Immunophenotypic Characterization of Leukemic Stem Cells and Pathways Related to Their Quiescence as Prognostic Markers and Therapeutic Targets in Acute Myeloid Leukemia,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Other / Unknown,,Closed,No additional details,"Spain,",No,No,Yes,,POD
A2501057,USEFULNESS OF MEMORY ALTERATION TEST (M@T) TO ASSES COGNITION EVOLUTION IN EARLY ALZHEIMER'S DISEASE. PROSPECTIVE STUDY 6 MONTH FOLLOW UP.,NON INTERVENTIONAL,CT24,,,,,Dementia Alzheimer's type,,No Drug,Completed,No additional details,"Spain,",No,No,Yes,,PGP
94296753,Evaluation of aztreonam-avibactam susceptibility on carbapenem resistant Enterobacterales (mostly metallo-beta-lactamase producers) from France,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Bacterial,Ceftazidime-avibactam,,Planned,No additional details,"France,",No,Yes,No,,CMAO
56565031,Immunogenicity and safety of a bivalent meningococcal serogroup B vaccine in adult patients with asplenia,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Meningococcal,Meningococcal Group B Vaccine,Tier 2 Research Priority,Rejected,No additional details,"Austria,",No,No,No,,CMAO
75733517,Time-restricted diet versus nutritional counseling to improve outcomes in patients receiving salvage radiation therapy and LHRH antagonist androgen deprivation for biochemically recurrent prostate cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Genitourinary,Other / Unknown,,Rejected,No additional details,"United States,",Yes,No,No,,POD
A2501063,CLINICAL EVOLUTION OF NEUROPSICHIATRIC SYMPTOMS IN PATIENTS WITH AD,NON INTERVENTIONAL,CT24,,,,,Dementia Alzheimer's type,,No Drug,Completed,No additional details,"Spain,",No,No,Yes,,BU MEDICAL
53234113,"WI238947 PALbociclib in Advanced breast cancer. Therapy INtegrating locorEgional treatment and palbociclib in de novo, treatment naive, stage IV ER-positive, HER2-negative breast cancer patients",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Ongoing,Contract Exeecuted,"France,",No,Yes,No,,POD
86943335,Doxycycline PEP and 4CMenB as a comprehensive  prevention strategy in MSM and TGW at high risk for  bacterial STIs within the SHCS. Short title: DOXY-MEN,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Bacterial,,No Drug,Terminated,"Approved,Terminated","Switzerland,",No,No,No,,CMAO
53235091,WS979279 A phase I study of the mTOR Inhibitor Temsirolimus plus Cepecitabine in Patients with advanced malignancies,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Genitourinary,Temsirolimus,,Closed,No additional details,"United States,",Yes,No,No,,POD
93176411,"Pegvisomant plus Durvalumab and Tremelimumab, as a first-line therapy in patients with unresectable hepatocellular carcinoma ",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,Gastrointestinal,Pegvisomant,,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
87480743,A prospective real-world study of Rimegepant in  the treatment of migraine,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,General/Non-Specific,Rimegepant,Priority Asset,Rejected,No additional details,"China,",No,Yes,No,,CMAO
67006725,Tofacitinib in seropositive vs seronegative Rheumatoid Arthritis patients,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Rejected,No additional details,"Italy,",No,No,Yes,,CMAO
54012949,Prevalence and Characteristics of N. meningitidis identified in pharyngeal carriage  in Young Adults living in Romania,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,,,,No Drug,Canceled,No additional details,,No,No,No,,CMAO
55891845,Predictive factors for the response to treatment in chronic musculoskeletal pain: comparison of inflammatory rheumatism and osteoarthritis.,General Research,GNT01,General Research,No,No,Internal Medicine,Chronic,,No Drug,Rejected,No additional details,"France,",No,Yes,No,,CMAO
87835837,Prevalence and distribution of pathogenic transthyretin variants in Ghana,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Ghana,",No,No,No,,CMAO
53233599,WI229467 2017 ASPIRE EU Haemo Wave 1 _ The Vigilance Project Translating a predictive model for the presence of ankle joint disease into prospective screening and surveillance tools. Study 2 Rear Foot Motor Control in Children with Haemophilia,General Research,GNT01,General Research,No,No,Rare Disease,Hemophilia,,No Drug,Ongoing,Contract Exeecuted,"United Kingdom,",No,No,Yes,,CMAO
B0661167,Major bleeding in patients with atrial fibrillation treated with apixaban versus warfarin in combination with amiodarone: the APIXAMIO study,NON INTERVENTIONAL,CT24,,Yes - Voluntary,No,Internal Medicine,Atrial fibrillation,Apixaban,Priority Asset,Completed,No additional details,"Sweden,",No,No,No,,PBG
53234259,WI241377 VEGF-D to Individualize Sirolimus Therapy (VISIT) trial,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,,Transplant,,No Drug,Canceled,Contract Exeecuted,"United States,",Yes,No,No,,CMAO
67178093,Using Modern Genetic and Radiology Methods To Improve Diagnosis and Height Prediction in Idiopathic Short Stature,General Research,GNT01,General Research,No,No,Internal Medicine,Idiopathic Short Stature,,No Drug,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,CMAO
55987189,See the pain: Local inflammation and chronic pain in knee osteoarthritis,General Research,GNT01,General Research,No,No,Internal Medicine,Chronic,,No Drug,Ongoing,Contract Exeecuted,"Canada,",No,No,Yes,,CMAO
X9001098,MULTICENTRIC LONG-TERM COLLECTION OF PAIN CHARACTERISTICS IN THE GERMAN POPULATION,NON INTERVENTIONAL,CT24,,No,No,,Neuralgia,,No Drug,Completed,No additional details,"Germany,",No,Yes,No,,BU DEVELOPMENT
87444199,Urinary extracellular vesicles: a non-invasive tool to diagnose and stage metabolic dysfunction associated fatty liver disease (MAFLD),General Research,GNT01,General Research,No,No,Internal Medicine,Non-Alcoholic Steatohepatitis (NASH),,No Drug,Rejected,No additional details,"Netherlands,",No,No,No,,CMAO
53233219,"WI218384 2016 ASPIRE Breast Cancer _ A Multicenter, Phase I_II Trial of Anastrozole, Palbociclib, Trastuzumab and Pertuzumab in HR-positive, Her2-positive Metastatic Breast Cancer",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,POD
53234377,WI243167 Chinese Antimicrobial Resistance Surveillance of Nosocomial infections (CARES) in 2018,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Bacterial,ceftaroline fosamilcroline fosamil,,Closed,No additional details,"China,",No,Yes,No,,CMAO
53233431,"WI225285 FULL_ A phase I study of avelumab, palbociclib, and cetuximab in recurrent or metastatic head and neck squamous cell carcinoma",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Immuno-Oncology,Avelumab,,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,POD
64955575,BESPEED Grant Request to Pfizer,General Research,GNT01,General Research,No,No,Internal Medicine,Growth Hormone Deficiency,,No Drug,Closed,No additional details,"Belgium,",No,No,No,,CMAO
53233723,WI231651 PRECISION Trial Biomarker Substudy,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,Pain,Somatrogon,,Closed,No additional details,"United States,",Yes,No,No,,BU
72112371,Increasing Advocacy Awareness in Early Career: Advocacy Training ,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Canceled,No additional details,"United States,",Yes,No,No,,CMAO
53234817,WS2380234 An Incitative to Multifacetted aluate the PROcedure for of Pneumococcal Vaccination at the Emergency Department_ A Multicenter Prospective Randomized Open Trial ____The IMPROVED Project,General Research,GNT01,General Research,No,No,Vaccines,Meningococcal,,No Drug,Closed,No additional details,"Monaco,",No,No,No,,CMAO
88981995,Enhancing Outcome Measures for Ambulatory Duchenne Muscular Dystrophy Patients: A Collaborative multi-disciplinary international Project,General Research,GNT01,General Research,No,No,Rare Disease,Duchenne Muscular Dystrophy,,No Drug,Rejected,No additional details,"Italy,",No,No,Yes,,CMAO
62159995,"Palbociclib plus aromatase inhibitor versus chemotherapy in postmenopausal women with hormone receptor-positive, HER2-negative who received neoadjuvant therapy: an open-label, randomised, phase 2 trial",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Rejected,No additional details,"Korea, Republic Of,",No,No,Yes,,POD
93177891,An observational multicenter registry to collect real-world data for optimization of biologics and advanced therapies in IBD,General Research,GNT01,General Research,No,No,Inflammation and Immunology,IBD (Inflammatory Bowel Disease),,No Drug,Planned,No additional details,"Canada,",No,No,Yes,,CMAO
C3291060,,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,,Crisaborole,,Concept,No additional details,,No,No,No,GAV,PBG
88474355,Investigating the pattern of autonomic nervous system involvement as a biomarker in early identification of hATTR patients in China,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,TTR Amyloidosis,Tafamidis,Priority Asset,Canceled,No additional details,"China,",No,Yes,No,,CMAO
62205951,Clinical outcomes of breast cancer and its relation with access to health care in Brazil: a prospective study in HER2-negative/hormone receptor–positive metastatic disease  - BREAST: BRaziLian outcomE for metAStatic breasT cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Ongoing,Contract Exeecuted,"Brazil,",No,No,Yes,,POD
61037761,Epidemiology investigation of pneumococcal nasopharyngeal carriage in healthy children in China,General Research,GNT01,General Research,No,No,Vaccines,Pneumococcal,,No Drug,Rejected,No additional details,"China,",No,Yes,No,,CMAO
